date,home_team,away_team,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,home_team_score,away_team_score,country,neutral_location,home_team_result
2013-11-15,Argentina,Ecuador,3,22,1266,861,0,0,USA,True,Draw
2013-11-15,Korea Republic,Switzerland,56,7,568,1137,2,1,Korea Republic,False,Win
2013-11-16,Netherlands,Japan,8,44,1135,634,2,2,Belgium,True,Draw
2013-11-17,Cameroon,Tunisia,59,47,554,631,4,1,Cameroon,False,Win
2013-11-19,Australia,Costa Rica,57,31,563,743,1,0,Australia,False,Win
2013-11-19,Belgium,Japan,5,44,1175,634,2,3,Belgium,False,Lose
2013-11-19,England,Germany,10,2,1079,1310,0,1,England,False,Lose
2013-12-31,Qatar,Saudi Arabia,103,87,324,391,4,1,Qatar,False,Win
2014-01-25,Costa Rica,Korea Republic,32,53,743,581,0,1,USA,True,Lose
2014-01-29,Mexico,Korea Republic,21,53,891,581,4,0,USA,True,Win
2014-02-01,USA,Korea Republic,14,53,1018,581,2,0,USA,False,Win
2014-03-05,Australia,Ecuador,53,24,575,831,3,4,England,True,Lose
2014-03-05,England,Denmark,15,20,1031,907,1,0,England,False,Win
2014-03-05,France,Netherlands,18,10,917,1121,2,0,France,False,Win
2014-03-05,Portugal,Cameroon,4,46,1219,626,5,1,Portugal,False,Win
2014-03-05,Switzerland,Croatia,6,16,1158,966,2,2,Switzerland,False,Draw
2014-05-13,Germany,Poland,2,72,1340,478,0,0,Germany,False,Draw
2014-05-17,Netherlands,Ecuador,15,28,967,794,1,1,Netherlands,False,Draw
2014-05-28,Korea Republic,Tunisia,55,49,550,596,0,1,Korea Republic,False,Lose
2014-05-31,Mexico,Ecuador,19,28,877,794,3,1,USA,True,Win
2014-05-31,Netherlands,Ghana,15,38,967,712,1,0,Netherlands,False,Win
2014-06-01,Germany,Cameroon,2,50,1340,582,2,2,Germany,False,Draw
2014-06-02,Costa Rica,Japan,34,47,747,613,1,3,USA,True,Lose
2014-06-04,Ecuador,England,28,11,794,1042,2,2,USA,True,Draw
2014-06-04,Netherlands,Wales,15,47,967,613,2,0,Netherlands,False,Win
2014-06-06,Brazil,Serbia,3,30,1242,745,1,0,Brazil,False,Win
2014-06-06,Croatia,Australia,18,62,903,525,1,0,Brazil,True,Win
2014-06-06,Mexico,Portugal,20,4,881,1189,0,1,USA,True,Lose
2014-06-07,Belgium,Tunisia,11,48,1073,611,1,0,Belgium,False,Win
2014-06-09,Ghana,Korea Republic,37,57,704,546,4,0,USA,True,Win
2014-06-12,Brazil,Croatia,3,18,1242,903,3,1,Brazil,False,Win
2014-06-13,Mexico,Cameroon,20,56,881,558,1,0,Brazil,True,Win
2014-06-13,Spain,Netherlands,1,15,1484,981,1,5,Brazil,True,Lose
2014-06-14,Uruguay,Costa Rica,7,28,1147,762,1,3,Brazil,True,Lose
2014-06-15,Switzerland,Ecuador,6,26,1148,791,2,1,Brazil,True,Win
2014-06-16,Germany,Portugal,2,4,1299,1189,4,0,Brazil,True,Win
2014-06-16,Ghana,USA,37,13,704,1034,1,2,Brazil,True,Lose
2014-06-17,Brazil,Mexico,3,20,1242,881,0,0,Brazil,False,Draw
2014-06-18,Australia,Netherlands,62,15,525,981,2,3,Brazil,True,Lose
2014-06-18,Cameroon,Croatia,56,18,558,903,0,4,Brazil,True,Lose
2014-06-19,Uruguay,England,7,10,1147,1090,2,1,Brazil,True,Win
2014-06-20,Switzerland,France,6,17,1148,913,2,5,Brazil,True,Lose
2014-06-21,Argentina,IR Iran,5,43,1174,641,1,0,Brazil,True,Win
2014-06-21,Germany,Ghana,2,37,1299,704,2,2,Brazil,True,Draw
2014-06-22,USA,Portugal,13,4,1034,1189,2,2,Brazil,True,Draw
2014-06-23,Australia,Spain,62,1,525,1484,0,3,Brazil,True,Lose
2014-06-23,Brazil,Cameroon,3,56,1242,558,4,1,Brazil,False,Win
2014-06-23,Croatia,Mexico,18,20,903,881,1,3,Brazil,True,Lose
2014-06-24,Costa Rica,England,28,10,762,1090,0,0,Brazil,True,Draw
2014-06-25,Ecuador,France,26,17,791,913,0,0,Brazil,True,Draw
2014-06-26,Korea Republic,Belgium,57,11,546,1073,0,1,Brazil,True,Lose
2014-06-26,Portugal,Ghana,4,37,1189,704,2,1,Brazil,True,Win
2014-06-26,USA,Germany,13,2,1034,1299,0,1,Brazil,True,Lose
2014-06-29,Netherlands,Mexico,15,20,981,881,2,1,Brazil,True,Win
2014-07-01,Argentina,Switzerland,5,6,1174,1148,1,0,Brazil,True,Win
2014-07-01,Belgium,USA,11,13,1073,1034,2,1,Brazil,True,Win
2014-07-04,France,Germany,17,2,913,1299,0,1,Brazil,True,Lose
2014-07-05,Argentina,Belgium,5,11,1174,1073,1,0,Brazil,True,Win
2014-07-05,Netherlands,Costa Rica,15,28,981,762,0,0,Brazil,True,Draw
2014-07-08,Brazil,Germany,3,2,1242,1299,1,7,Brazil,False,Lose
2014-07-09,Netherlands,Argentina,15,5,981,1174,0,0,Brazil,True,Draw
2014-07-12,Brazil,Netherlands,3,15,1242,981,0,3,Brazil,False,Lose
2014-07-13,Germany,Argentina,2,5,1299,1174,1,0,Brazil,True,Win
2014-09-03,Germany,Argentina,1,2,1735,1604,2,4,Germany,False,Lose
2014-09-03,Morocco,Qatar,81,92,381,348,0,0,Morocco,False,Draw
2014-09-04,Belgium,Australia,5,79,1406,391,2,0,Belgium,False,Win
2014-09-04,France,Spain,10,7,1211,1240,1,0,France,False,Win
2014-09-05,Japan,Uruguay,44,6,593,1315,0,2,Japan,False,Lose
2014-09-07,Serbia,France,31,10,723,1211,1,1,Serbia,False,Draw
2014-09-08,Australia,Saudi Arabia,79,83,391,376,3,2,England,True,Win
2014-09-08,Korea Republic,Uruguay,57,6,499,1315,0,1,Korea Republic,False,Lose
2014-09-08,Switzerland,England,9,20,1218,915,0,2,Switzerland,False,Lose
2014-10-10,Saudi Arabia,Uruguay,82,7,401,1242,1,1,Saudi Arabia,False,Draw
2014-10-10,Senegal,Tunisia,36,31,644,700,0,0,Senegal,False,Draw
2014-10-11,Argentina,Brazil,2,6,1630,1291,0,2,China PR,True,Lose
2014-10-11,France,Portugal,9,11,1201,1149,2,1,France,False,Win
2014-10-11,Poland,Germany,70,1,435,1765,2,0,Poland,False,Win
2014-10-14,Denmark,Portugal,27,11,832,1149,0,1,Denmark,False,Lose
2014-10-14,Japan,Brazil,48,6,557,1291,0,4,Singapore,True,Lose
2014-10-14,Korea Republic,Costa Rica,63,15,500,987,1,3,Korea Republic,False,Lose
2014-10-14,Qatar,Australia,96,84,341,390,1,0,Qatar,False,Win
2014-10-15,Tunisia,Senegal,31,36,700,644,1,0,Tunisia,False,Win
2014-11-12,Argentina,Croatia,2,14,1564,1001,2,1,England,True,Win
2014-11-12,Netherlands,Mexico,5,17,1374,954,2,3,Netherlands,False,Lose
2014-11-13,Saudi Arabia,Qatar,97,88,340,368,1,1,Saudi Arabia,False,Draw
2014-11-13,Uruguay,Costa Rica,8,16,1184,974,3,3,Uruguay,False,Draw
2014-11-14,Serbia,Denmark,46,32,613,763,1,3,Serbia,False,Lose
2014-11-16,Belgium,Wales,4,34,1388,715,0,0,Belgium,False,Draw
2014-11-18,IR Iran,Korea Republic,51,66,560,495,1,0,IR Iran,False,Win
2014-11-18,Japan,Australia,52,94,558,359,2,1,Japan,False,Win
2014-11-18,Portugal,Argentina,9,2,1174,1564,1,0,England,True,Win
2014-11-18,Spain,Germany,10,1,1118,1668,0,1,Spain,False,Lose
2014-11-26,Saudi Arabia,Qatar,97,88,340,368,1,2,Saudi Arabia,False,Lose
2015-01-04,Korea Republic,Saudi Arabia,69,102,480,323,2,0,Australia,True,Win
2015-01-15,Qatar,IR Iran,92,51,346,588,0,1,Australia,True,Lose
2015-01-17,Australia,Korea Republic,100,69,328,487,0,1,Australia,False,Lose
2015-01-19,Ghana,Senegal,37,35,713,733,1,2,Equatorial Guinea,True,Lose
2015-01-31,Australia,Korea Republic,100,69,328,487,2,1,Australia,False,Win
2015-03-25,Denmark,USA,28,32,863,827,3,2,Denmark,False,Win
2015-03-25,Germany,Australia,1,65,1770,549,2,2,Germany,False,Draw
2015-03-26,France,Brazil,8,6,1179,1348,1,3,France,False,Lose
2015-03-27,Japan,Tunisia,53,25,617,881,2,0,Japan,False,Win
2015-03-28,Ghana,Senegal,24,36,887,771,1,2,France,True,Lose
2015-03-28,Morocco,Uruguay,89,9,378,1164,0,1,Morocco,False,Lose
2015-03-29,France,Denmark,8,28,1179,863,2,0,France,False,Win
2015-03-29,Portugal,Serbia,7,40,1190,709,2,1,Portugal,False,Win
2015-03-31,Netherlands,Spain,5,11,1414,1130,2,0,Netherlands,False,Win
2015-03-31,Switzerland,USA,12,32,1126,827,1,1,Switzerland,False,Draw
2015-04-15,USA,Mexico,27,18,815,937,2,0,USA,False,Win
2015-06-05,Netherlands,USA,6,27,1377,823,3,4,Netherlands,False,Lose
2015-06-07,Brazil,Mexico,5,23,1392,926,2,0,Brazil,False,Win
2015-06-07,France,Belgium,9,2,1163,1508,3,4,France,False,Lose
2015-06-10,Germany,USA,1,27,1775,823,1,2,Germany,False,Lose
2015-06-11,Spain,Costa Rica,10,14,1147,1056,2,1,Spain,False,Win
2015-06-12,Wales,Belgium,22,2,929,1508,1,0,Wales,False,Win
2015-06-13,Denmark,Serbia,29,45,807,672,2,0,Denmark,False,Win
2015-06-15,Morocco,Tunisia,92,29,368,807,1,1,Morocco,False,Draw
2015-06-16,Argentina,Uruguay,3,8,1496,1183,1,0,Chile,True,Win
2015-06-19,Mexico,Ecuador,23,31,926,806,1,2,Chile,True,Lose
2015-06-27,Mexico,Costa Rica,23,14,926,1056,2,2,USA,True,Draw
2015-07-14,Canada,Costa Rica,103,41,328,695,0,0,Canada,False,Draw
2015-07-19,Mexico,Costa Rica,40,41,696,695,1,0,USA,True,Win
2015-08-05,Japan,Korea Republic,50,52,620,607,1,1,China PR,True,Draw
2015-09-04,Germany,Poland,3,34,1248,764,3,1,Germany,False,Win
2015-09-04,Portugal,France,6,24,1185,893,0,1,Portugal,False,Lose
2015-09-05,Costa Rica,Brazil,39,5,730,1208,0,1,USA,True,Lose
2015-09-07,France,Serbia,24,66,893,528,2,1,France,False,Win
2015-09-08,England,Switzerland,10,17,1142,1011,2,0,England,False,Win
2015-09-08,Mexico,Argentina,26,1,847,1441,2,2,USA,True,Draw
2015-10-08,Argentina,Ecuador,1,31,1419,764,0,2,Argentina,False,Lose
2015-10-08,Portugal,Denmark,4,28,1234,835,1,0,Portugal,False,Win
2015-10-10,USA,Mexico,29,27,807,842,2,3,USA,False,Lose
2015-10-11,Denmark,France,28,22,835,899,1,2,Denmark,False,Lose
2015-10-11,Serbia,Portugal,63,4,537,1234,1,2,Serbia,False,Lose
2015-10-13,IR Iran,Japan,39,55,703,581,1,1,IR Iran,False,Draw
2015-10-25,Tunisia,Morocco,36,80,722,407,2,3,Tunisia,False,Lose
2015-11-12,Ecuador,Uruguay,21,12,920,1050,2,1,Ecuador,False,Win
2015-11-13,Argentina,Brazil,3,8,1382,1207,1,1,Argentina,False,Draw
2015-11-13,France,Germany,24,2,881,1388,2,0,France,False,Win
2015-11-13,Spain,England,6,9,1286,1179,2,0,Spain,False,Win
2015-11-13,Wales,Netherlands,15,16,1031,975,2,3,Wales,False,Lose
2015-11-17,England,France,9,24,1179,881,2,0,England,False,Win
2016-03-23,Poland,Serbia,31,50,789,595,1,0,Poland,False,Win
2016-03-25,Brazil,Uruguay,6,11,1254,1082,2,2,Brazil,False,Draw
2016-03-25,Canada,Mexico,87,22,384,902,0,3,Canada,False,Lose
2016-03-25,Netherlands,France,15,24,997,871,2,3,Netherlands,False,Lose
2016-03-26,Germany,England,4,9,1355,1111,2,3,Germany,False,Lose
2016-03-29,England,Netherlands,9,15,1111,997,1,2,England,False,Lose
2016-03-29,Mexico,Canada,22,87,902,384,2,0,Mexico,False,Win
2016-03-29,Portugal,Belgium,7,1,1233,1505,2,1,Portugal,False,Win
2016-05-27,England,Australia,10,50,1069,600,2,1,England,False,Win
2016-05-28,Switzerland,Belgium,14,2,974,1364,1,2,Switzerland,False,Lose
2016-05-30,France,Cameroon,21,63,906,556,3,2,France,False,Win
2016-06-01,Poland,Netherlands,27,17,821,930,1,2,Poland,False,Lose
2016-06-01,Spain,Korea Republic,6,54,1276,591,6,1,Austria,True,Win
2016-06-02,England,Portugal,11,8,1069,1181,1,0,England,False,Win
2016-06-04,Brazil,Ecuador,7,13,1256,978,0,0,USA,True,Draw
2016-06-05,Mexico,Uruguay,16,9,941,1149,3,1,USA,True,Win
2016-06-07,USA,Costa Rica,31,23,802,852,4,0,USA,False,Win
2016-06-16,England,Wales,11,26,1069,846,2,1,France,True,Win
2016-06-16,Germany,Poland,4,27,1310,842,0,0,France,True,Draw
2016-06-16,USA,Ecuador,31,13,802,978,2,1,USA,False,Win
2016-06-19,France,Switzerland,17,15,924,947,0,0,France,False,Draw
2016-06-21,Croatia,Spain,27,6,842,1266,2,1,France,True,Win
2016-06-21,USA,Argentina,31,1,802,1503,0,4,USA,False,Lose
2016-06-25,Croatia,Portugal,27,8,842,1181,0,1,France,True,Lose
2016-06-25,Switzerland,Poland,15,27,947,842,1,1,France,True,Draw
2016-06-30,Poland,Portugal,27,8,842,1181,1,1,France,True,Draw
2016-07-01,Wales,Belgium,26,2,846,1383,3,1,France,True,Win
2016-07-06,Portugal,Wales,8,26,1181,846,2,0,France,True,Win
2016-07-07,France,Germany,17,4,924,1310,2,0,France,False,Win
2016-07-10,France,Portugal,17,8,924,1181,0,1,France,False,Lose
2016-09-01,Argentina,Uruguay,1,12,1584,1129,1,0,Argentina,False,Win
2016-09-01,Belgium,Spain,2,8,1400,1165,0,2,Belgium,False,Lose
2016-09-01,Ecuador,Brazil,17,9,1001,1155,0,3,Ecuador,False,Lose
2016-09-01,IR Iran,Qatar,39,80,674,424,2,0,IR Iran,False,Win
2016-09-06,Switzerland,Portugal,18,6,957,1265,2,0,Switzerland,False,Win
2016-09-29,Qatar,Serbia,85,50,389,602,3,0,Qatar,False,Win
2016-10-06,Korea Republic,Qatar,47,85,634,389,3,2,Korea Republic,False,Win
2016-10-06,Saudi Arabia,Australia,52,45,588,643,2,2,Saudi Arabia,False,Draw
2016-10-08,Poland,Denmark,17,46,983,636,3,2,Poland,False,Win
2016-10-10,Netherlands,France,24,8,860,1188,0,1,Netherlands,False,Lose
2016-10-11,Australia,Japan,45,56,643,573,1,1,Australia,False,Draw
2016-10-11,IR Iran,Korea Republic,37,47,712,634,1,0,IR Iran,False,Win
2016-10-11,Morocco,Canada,58,103,569,328,4,0,Morocco,False,Win
2016-11-09,Netherlands,Belgium,20,4,901,1382,1,1,Netherlands,False,Draw
2016-11-10,Brazil,Argentina,3,1,1409,1621,3,0,Brazil,False,Win
2016-11-10,Uruguay,Ecuador,9,19,1174,932,2,1,Uruguay,False,Win
2016-11-11,Korea Republic,Canada,44,110,640,322,2,0,Korea Republic,False,Win
2016-11-11,USA,Mexico,24,17,852,1000,1,2,USA,False,Lose
2016-11-12,Wales,Serbia,11,43,1113,650,1,1,Wales,False,Draw
2016-11-15,Costa Rica,USA,18,24,971,852,4,0,Costa Rica,False,Win
2016-11-15,England,Spain,12,10,1090,1167,2,2,England,False,Draw
2016-11-15,Japan,Saudi Arabia,51,54,601,593,2,1,Japan,False,Win
2017-01-15,Tunisia,Senegal,36,33,713,742,0,2,Gabon,True,Lose
2017-01-28,Senegal,Cameroon,33,62,742,551,0,0,Gabon,True,Draw
2017-01-29,USA,Serbia,28,45,822,646,0,0,USA,False,Draw
2017-02-02,Cameroon,Ghana,62,54,551,610,2,0,Gabon,True,Win
2017-03-22,Germany,England,3,14,1443,1113,1,0,Germany,False,Win
2017-03-23,Qatar,IR Iran,84,33,415,793,0,1,Qatar,False,Lose
2017-03-23,Uruguay,Brazil,9,2,1199,1533,1,4,Uruguay,False,Lose
2017-03-24,Mexico,Costa Rica,17,19,1025,953,2,0,Mexico,False,Win
2017-03-24,Tunisia,Cameroon,37,32,774,795,0,1,Tunisia,False,Lose
2017-03-28,France,Spain,6,10,1317,1161,0,2,France,False,Lose
2017-03-28,Morocco,Tunisia,49,37,660,774,1,0,Morocco,False,Win
2017-05-28,Mexico,Croatia,16,18,1075,1016,1,2,USA,True,Lose
2017-05-31,Morocco,Netherlands,53,32,632,791,1,2,Morocco,False,Lose
2017-06-06,Denmark,Germany,51,3,660,1511,1,1,Denmark,False,Draw
2017-06-08,Australia,Saudi Arabia,48,53,681,635,3,2,Australia,False,Win
2017-06-09,Argentina,Brazil,2,1,1626,1715,1,0,Australia,True,Win
2017-06-10,Cameroon,Morocco,32,56,811,631,1,0,Cameroon,False,Win
2017-06-11,Mexico,USA,17,23,1049,861,1,1,Mexico,False,Draw
2017-06-11,Serbia,Wales,50,13,665,1119,1,1,Serbia,False,Draw
2017-06-13,Australia,Brazil,48,1,681,1715,0,4,Australia,False,Lose
2017-06-13,France,England,6,13,1332,1119,3,2,France,False,Win
2017-06-13,Qatar,Korea Republic,88,43,374,703,3,2,Qatar,False,Win
2017-06-18,Portugal,Mexico,8,17,1266,1049,2,2,Russia,True,Draw
2017-06-19,Australia,Germany,48,3,681,1511,2,3,Russia,True,Lose
2017-06-22,Cameroon,Australia,32,48,811,681,1,1,Russia,True,Draw
2017-06-25,Germany,Cameroon,3,32,1511,811,3,1,Russia,True,Win
2017-06-29,Germany,Mexico,3,17,1511,1049,4,1,Russia,True,Win
2017-07-01,USA,Ghana,23,49,861,678,2,1,USA,False,Win
2017-07-02,Portugal,Mexico,8,17,1266,1049,2,1,Russia,True,Win
2017-07-11,Costa Rica,Canada,26,100,838,330,1,1,USA,True,Draw
2017-07-22,USA,Costa Rica,35,26,751,838,2,0,USA,False,Win
2017-08-31,Brazil,Ecuador,1,32,1604,791,2,0,Brazil,False,Win
2017-08-31,France,Netherlands,10,36,1157,734,4,0,France,False,Win
2017-08-31,Japan,Australia,44,45,696,690,2,0,Japan,False,Win
2017-08-31,Korea Republic,IR Iran,49,24,673,893,0,0,Korea Republic,False,Draw
2017-08-31,Uruguay,Argentina,17,3,995,1399,0,0,Uruguay,False,Draw
2017-09-01,Denmark,Poland,46,5,683,1318,4,0,Denmark,False,Win
2017-09-01,USA,Costa Rica,26,21,865,917,0,2,USA,False,Lose
2017-09-05,Costa Rica,Mexico,21,14,917,1045,1,1,Costa Rica,False,Draw
2017-09-05,Saudi Arabia,Japan,59,44,600,696,1,0,Saudi Arabia,False,Win
2017-10-10,Ecuador,Argentina,35,4,767,1325,1,3,Ecuador,False,Lose
2017-10-10,Korea Republic,Morocco,51,56,659,635,1,3,Switzerland,True,Lose
2017-10-10,Portugal,Switzerland,3,7,1386,1210,2,0,Portugal,False,Win
2017-10-10,Saudi Arabia,Ghana,53,52,641,646,0,3,Saudi Arabia,False,Lose
2017-11-10,Belgium,Mexico,5,16,1332,1059,3,3,Belgium,False,Draw
2017-11-10,England,Germany,12,1,1115,1631,0,0,England,False,Draw
2017-11-10,France,Wales,7,14,1226,1072,2,0,France,False,Win
2017-11-10,Japan,Brazil,44,2,711,1618,1,3,France,True,Lose
2017-11-10,Poland,Uruguay,6,17,1322,1033,0,0,Poland,False,Draw
2017-11-10,Portugal,Saudi Arabia,3,63,1446,576,3,0,Portugal,False,Win
2017-11-11,Spain,Costa Rica,8,22,1217,913,5,0,Spain,False,Win
2017-11-13,Poland,Mexico,6,16,1322,1059,0,1,Poland,False,Lose
2017-11-14,Belgium,Japan,5,44,1332,711,1,0,Belgium,False,Win
2017-11-14,England,Brazil,12,2,1115,1618,0,0,England,False,Draw
2017-11-14,Germany,France,1,7,1631,1226,2,2,Germany,False,Draw
2017-11-14,Korea Republic,Serbia,62,38,588,748,1,1,Korea Republic,False,Draw
2017-11-14,Portugal,USA,3,27,1446,842,1,1,Portugal,False,Draw
2017-12-16,Japan,Korea Republic,55,59,622,563,1,4,Japan,False,Lose
2018-03-23,Germany,Spain,1,6,1609,1228,1,1,Germany,False,Draw
2018-03-23,Netherlands,England,21,16,963,1046,0,1,Netherlands,False,Lose
2018-03-23,Serbia,Morocco,34,42,779,693,1,2,Italy,True,Lose
2018-03-23,Tunisia,IR Iran,23,33,919,791,1,0,Tunisia,False,Win
2018-03-26,Portugal,Netherlands,3,21,1360,963,0,3,Switzerland,True,Lose
2018-03-26,Wales,Uruguay,20,22,983,931,0,1,China PR,True,Lose
2018-03-27,Belgium,Saudi Arabia,5,69,1336,493,4,0,Belgium,False,Win
2018-03-27,Germany,Brazil,1,2,1609,1489,0,1,Germany,False,Lose
2018-03-27,Mexico,Croatia,17,15,1038,1052,0,1,USA,True,Lose
2018-03-27,Poland,Korea Republic,6,59,1228,553,3,2,Poland,False,Win
2018-03-27,Spain,Argentina,6,4,1228,1359,6,1,Spain,False,Win
2018-03-27,Tunisia,Costa Rica,23,26,919,871,1,0,France,True,Win
2018-05-28,Portugal,Tunisia,4,14,1306,1012,2,2,Portugal,False,Draw
2018-05-28,Mexico,Wales,15,21,1008,931,0,0,USA,True,Draw
2018-05-30,Japan,Ghana,60,50,528,602,0,2,Japan,False,Lose
2018-06-02,Belgium,Portugal,3,4,1345,1306,0,0,Belgium,False,Draw
2018-06-03,Spain,Switzerland,8,6,1161,1179,1,1,Spain,False,Draw
2018-06-03,Croatia,Brazil,18,2,975,1384,0,2,England,True,Lose
2018-06-07,England,Costa Rica,12,23,1050,884,2,0,England,False,Win
2018-06-08,Germany,Saudi Arabia,1,67,1558,465,2,1,Germany,False,Win
2018-06-08,Croatia,Senegal,20,27,945,837,2,1,Croatia,False,Win
2018-06-08,Switzerland,Japan,6,61,1198,520,2,0,Switzerland,False,Win
2018-06-09,Denmark,Mexico,12,15,1051,989,2,0,Denmark,False,Win
2018-06-09,Tunisia,Spain,21,10,909,1125,0,1,Russia,True,Lose
2018-06-09,France,USA,7,25,1198,872,1,1,France,False,Draw
2018-06-11,Korea Republic,Senegal,57,27,543,837,0,2,Austria,True,Lose
2018-06-11,Belgium,Costa Rica,3,23,1298,884,4,1,Belgium,False,Win
2018-06-15,Morocco,IR Iran,41,37,685,708,0,1,Russia,True,Lose
2018-06-15,Portugal,Spain,4,10,1273,1125,3,3,Russia,True,Draw
2018-06-16,France,Australia,7,36,1198,718,2,1,Russia,True,Win
2018-06-17,Costa Rica,Serbia,23,34,884,750,0,1,Russia,True,Lose
2018-06-17,Germany,Mexico,1,15,1558,989,0,1,Russia,True,Lose
2018-06-17,Brazil,Switzerland,2,6,1430,1198,1,1,Russia,True,Draw
2018-06-18,Tunisia,England,21,12,909,1050,1,2,Russia,True,Lose
2018-06-19,Poland,Senegal,8,27,1182,837,1,2,Russia,True,Lose
2018-06-20,Portugal,Morocco,4,41,1273,685,1,0,Russia,True,Win
2018-06-20,Uruguay,Saudi Arabia,14,67,1018,465,1,0,Russia,True,Win
2018-06-20,IR Iran,Spain,37,10,708,1125,0,1,Russia,True,Lose
2018-06-21,Denmark,Australia,12,36,1051,718,1,1,Russia,True,Draw
2018-06-21,Argentina,Croatia,5,20,1241,945,0,3,Russia,True,Lose
2018-06-22,Brazil,Costa Rica,2,23,1430,884,2,0,Russia,True,Win
2018-06-22,Serbia,Switzerland,34,6,750,1198,1,2,Russia,True,Lose
2018-06-23,Belgium,Tunisia,3,21,1298,909,5,2,Russia,True,Win
2018-06-23,Korea Republic,Mexico,57,15,543,989,1,2,Russia,True,Lose
2018-06-24,Japan,Senegal,61,27,520,837,2,2,Russia,True,Draw
2018-06-25,Spain,Morocco,10,41,1125,685,2,2,Russia,True,Draw
2018-06-25,IR Iran,Portugal,37,4,708,1273,1,1,Russia,True,Draw
2018-06-26,Denmark,France,12,7,1051,1198,0,0,Russia,True,Draw
2018-06-27,Korea Republic,Germany,57,1,543,1558,2,0,Russia,True,Win
2018-06-27,Serbia,Brazil,34,2,750,1430,0,2,Russia,True,Lose
2018-06-27,Switzerland,Costa Rica,6,23,1198,884,2,2,Russia,True,Draw
2018-06-28,Japan,Poland,61,8,520,1182,0,1,Russia,True,Lose
2018-06-28,England,Belgium,12,3,1050,1298,0,1,Russia,True,Lose
2018-06-30,France,Argentina,7,5,1198,1241,4,3,Russia,True,Win
2018-06-30,Uruguay,Portugal,14,4,1018,1273,2,1,Russia,True,Win
2018-07-01,Croatia,Denmark,12,15,2036,2014,1,1,Russia,True,Draw
2018-07-02,Brazil,Mexico,4,10,2160,2041,2,0,Russia,True,Win
2018-07-02,Belgium,Japan,5,41,2124,1816,3,2,Russia,True,Win
2018-07-06,Uruguay,France,14,2,2017,2164,0,2,Russia,True,Lose
2018-07-06,Brazil,Belgium,4,5,2160,2124,1,2,Russia,True,Lose
2018-07-10,France,Belgium,2,5,2164,2124,1,0,Russia,True,Win
2018-07-11,Croatia,England,12,7,2036,2099,2,1,Russia,True,Win
2018-07-14,Belgium,England,5,7,2124,2099,2,0,Russia,True,Win
2018-07-15,France,Croatia,2,12,2164,2036,4,2,Russia,True,Win
2018-09-06,Germany,France,15,1,1561,1726,0,0,Germany,False,Draw
2018-09-06,Portugal,Croatia,7,4,1599,1643,1,1,Portugal,False,Draw
2018-09-07,Korea Republic,Costa Rica,57,32,1387,1471,2,0,Korea Republic,False,Win
2018-09-07,Mexico,Uruguay,16,5,1560,1627,1,4,USA,True,Lose
2018-09-07,USA,Brazil,22,3,1508,1657,0,2,USA,False,Lose
2018-09-08,England,Spain,6,9,1615,1580,1,2,England,False,Lose
2018-09-09,France,Netherlands,1,17,1726,1540,2,1,France,False,Win
2018-09-09,Denmark,Wales,9,19,1580,1536,2,0,Denmark,False,Win
2018-09-11,Spain,Croatia,9,4,1580,1643,6,0,Spain,False,Win
2018-09-11,England,Switzerland,6,8,1615,1597,1,0,England,False,Win
2018-09-11,Japan,Costa Rica,55,32,1392,1471,3,0,Japan,False,Win
2018-09-11,USA,Mexico,22,16,1508,1560,1,0,USA,False,Win
2018-10-11,Poland,Portugal,18,7,1537,1606,2,3,Poland,False,Lose
2018-10-11,Mexico,Costa Rica,15,37,1550,1460,3,2,Mexico,False,Win
2018-10-11,Wales,Spain,19,9,1536,1597,1,4,Wales,False,Lose
2018-10-12,Belgium,Switzerland,1,8,1729,1598,2,1,Belgium,False,Win
2018-10-12,Croatia,England,4,6,1634,1612,0,0,Croatia,False,Draw
2018-10-12,Korea Republic,Uruguay,55,5,1395,1632,2,1,Korea Republic,False,Win
2018-10-12,Qatar,Ecuador,94,58,1247,1378,4,3,Qatar,False,Win
2018-10-12,Saudi Arabia,Brazil,71,3,1337,1663,0,2,Saudi Arabia,False,Lose
2018-10-13,Netherlands,Germany,17,12,1540,1568,3,0,Netherlands,False,Win
2018-10-15,Spain,England,9,6,1597,1612,2,3,Spain,False,Lose
2018-10-16,France,Germany,1,12,1729,1568,2,1,France,False,Win
2018-10-16,Belgium,Netherlands,1,17,1729,1540,1,1,Belgium,False,Draw
2018-10-16,Japan,Uruguay,54,5,1398,1632,4,3,Japan,False,Win
2018-10-16,Argentina,Brazil,11,3,1575,1663,0,1,Saudi Arabia,True,Lose
2018-11-14,Switzerland,Qatar,8,96,1598,1248,0,1,Switzerland,False,Lose
2018-11-15,Croatia,Spain,4,9,1635,1594,3,2,Croatia,False,Win
2018-11-15,England,USA,5,23,1619,1506,3,0,England,False,Win
2018-11-16,Netherlands,France,15,2,1550,1732,2,0,Netherlands,False,Win
2018-11-16,Wales,Denmark,18,10,1538,1584,1,2,Wales,False,Lose
2018-11-16,Argentina,Mexico,12,16,1573,1549,2,0,Argentina,False,Win
2018-11-16,Brazil,Uruguay,3,6,1669,1617,1,0,England,True,Win
2018-11-16,Morocco,Cameroon,47,51,1422,1408,2,0,Morocco,False,Win
