first_sign;second_sign;third_sign;fourth_sign;fifth_sign;sixth_sign;seventh_sign;eighth_sign;ninth_sign;tenth_sign;price_rub
63.15;5;44.58;0;10;1992;5.05;0;1;23;11781770
30.56;1;47.7;1;20;2007;13.58;1;0;13;5025986
30.5;2;60.55;1;14;1964;20.41;0;1;10;4981743
50.51;1;18.22;0;15;1956;5.47;0;1;8;7421141
80.05;4;54.21;0;14;1999;3.91;1;1;18;13863983
40.91;3;70.85;1;5;1984;2.15;1;0;22;8877373
46.12;3;37.33;0;21;1975;9.89;0;0;15;7709030
47.83;4;51.37;0;28;2018;17.34;0;1;27;9148036
75.65;2;91.41;0;30;1996;15.52;1;0;10;9055983
37.07;2;65.6;1;5;2018;5.32;1;0;2;6985044
40.56;2;49.38;1;9;2015;10.05;1;0;19;7018662
68.36;5;35.3;0;27;1974;2.05;1;1;8;12575680
47.55;2;50.35;1;16;1966;1.13;1;0;28;8214327
55.98;5;84.59;1;6;1966;8.45;1;0;16;9721701
35.68;5;38.77;1;12;1957;7.33;0;1;20;8354423
74.37;1;58.44;1;21;2003;2.6;1;0;17;9933013
80.03;5;61.6;1;25;1961;9.77;1;1;11;11209398
78.2;1;74.44;1;19;1967;3.86;1;1;23;10637200
95.76;1;58.64;1;4;1966;6.3;0;0;17;9974513
25.83;2;10.0;0;4;1954;8.94;1;1;21;5790002
55.38;1;22.25;1;28;2021;8.98;1;0;2;8080833
80.56;4;53.14;1;4;2008;6.3;1;0;7;11836577
22.7;2;36.46;0;29;1981;18.6;0;0;15;3673034
83.06;3;47.53;0;1;2023;19.38;1;0;6;10230106
38.93;5;47.43;1;2;2009;5.73;1;0;24;10554190
95.48;4;61.61;0;6;1968;14.78;1;1;4;12786921
63.81;1;45.81;0;26;1986;7.44;0;1;17;8563955
41.89;4;66.07;1;26;1970;9.82;1;1;21;8670924
62.5;5;47.81;1;8;1970;8.46;1;1;24;11596347
82.05;4;49.59;1;25;2007;3.76;1;1;7;13035786
60.7;4;80.84;1;8;2018;12.22;1;1;8;10636722
72.17;3;56.44;1;12;1989;4.75;0;1;11;11381289
62.63;3;50.24;0;13;1992;2.69;1;0;25;10593181
60.59;2;46.45;0;3;1959;5.41;1;0;15;8430186
35.91;1;66.28;0;8;2011;7.88;1;0;20;6371674
56.48;4;86.58;0;5;1984;13.74;1;0;6;8913128
64.42;4;75.07;1;13;2014;6.59;1;1;11;11307001
51.98;3;55.35;0;20;1960;15.31;1;0;19;7305975
92.36;5;70.93;0;29;1950;6.78;0;0;6;12195026
44.53;2;49.08;1;22;1964;8.16;0;1;18;7306440
29.63;4;38.06;1;20;1964;0.98;1;0;8;8006567
83.13;3;44.43;1;4;2012;11.26;0;0;4;11490997
57.24;4;71.3;1;6;2010;7.57;1;0;13;9501972
43.06;2;78.63;1;3;2017;3.2;0;1;1;8656900
57.89;2;41.75;0;16;2024;9.97;1;1;22;9256153
47.93;5;93.6;1;2;2021;9.31;0;1;24;9987617
16.12;5;49.29;1;13;1961;1.89;1;1;25;6735324
32.13;5;50.67;0;28;2019;12.12;1;1;22;8362690
87.84;5;49.25;0;14;2000;9.39;1;0;28;13545371
81.8;5;46.97;0;14;2014;13.73;1;0;29;12343579
86.38;3;47.09;1;21;2006;9.03;0;1;4;11924905
81.22;5;25.95;1;11;1982;8.3;1;1;7;12895010
78.33;5;34.75;1;28;1989;1.87;0;0;3;11851260
51.35;3;55.88;0;24;1966;14.58;0;0;22;6564302
55.14;5;41.03;1;15;2015;10.96;0;1;22;10212075
85.71;1;65.35;1;17;1973;12.8;0;1;14;10404101
89.67;3;65.2;1;10;2013;9.28;1;0;4;12812363
53.62;1;94.91;1;12;2016;11.23;1;1;25;8225564
56.74;1;54.99;0;3;1980;2.78;1;0;6;8672972
35.26;3;96.62;0;23;1964;12.34;1;0;25;6481013
56.36;1;71.57;1;11;1981;5.1;1;1;23;9306168
48.72;5;66.31;1;6;1954;19.44;0;0;3;7304003
75.18;5;86.97;1;2;1992;3.31;1;0;16;12502211
69.66;4;68.8;1;4;2007;12.66;1;0;30;10649530
110.75;3;53.48;0;29;1963;7.21;0;1;7;14080582
66.26;4;36.79;1;3;1986;14.84;0;1;4;10275483
66.27;5;49.61;0;22;1976;11.58;1;1;15;10685208
51.93;2;77.08;1;25;2018;14.17;0;1;6;7897759
54.2;5;36.78;0;6;1984;10.49;0;0;16;9706383
64.01;3;44.9;0;21;1960;0.77;1;0;1;10028846
69.61;2;62.28;1;1;2023;2.36;0;0;30;10554316
61.54;4;55.53;1;19;2001;5.1;0;0;12;10593088
74.18;1;99.53;0;26;2013;13.95;0;1;30;8726876
72.7;3;58.86;0;17;2008;6.91;0;1;1;11161317
22.51;1;69.34;0;18;1998;9.89;1;0;25;4539686
49.72;4;44.96;0;21;2003;12.88;1;1;16;9010532
56.78;2;50.47;1;1;1962;7.1;1;0;22;8002150
58.97;3;78.19;1;8;1950;8.93;1;1;20;9791142
79.4;4;49.87;0;29;1960;3.82;0;0;21;11096612
65.62;2;72.47;0;1;1966;8.95;0;0;14;8392279
60.99;4;30.85;0;8;2002;2.53;1;0;24;11118844
87.97;5;47.86;0;16;1962;5.34;0;0;2;12230625
38.9;3;29.43;0;13;2014;3.42;1;0;28;8175574
61.43;5;24.56;1;10;1983;12.24;1;0;23;10344867
26.78;2;32.83;1;19;2021;4.95;1;1;15;8015817
48.26;2;54.78;1;5;1974;9.95;0;0;7;6883102
39.41;1;48.08;0;4;1950;6.91;0;0;9;5749949
68.72;1;55.09;1;17;1998;8.68;0;1;8;9677635
66.18;1;58.61;1;14;1965;4.44;1;1;4;9913752
50.16;1;38.82;1;26;1976;6.04;1;1;11;7584096
92.24;4;36.21;1;9;1953;7.38;0;0;22;11635461
49.41;4;47.66;1;26;1962;0.72;1;0;20;9363949
60.6;3;51.49;0;5;1992;11.99;1;1;12;10606929
83.56;3;98.61;1;9;1983;14.41;0;0;7;11068806
37.97;5;53.33;1;12;1987;3.79;1;0;6;9398465
70.37;2;45.71;0;21;2017;4.08;1;1;26;11189891
96.13;4;50.13;1;22;2012;4.81;0;0;27;13766257
15.0;2;53.9;0;28;2000;13.0;0;1;3;4735866
99.34;4;49.45;0;3;1956;9.75;0;0;5;12129922
35.3;2;81.86;1;12;1985;9.96;1;0;14;7060048
34.61;2;41.83;1;22;1999;15.5;0;0;18;4982210
65.3;4;52.71;1;26;1999;17.82;0;0;2;9239269
22.78;1;85.58;0;25;1993;18.47;1;1;12;4793118
29.57;3;56.11;1;26;2018;11.41;1;1;14;8019617
26.1;4;76.98;1;5;2000;7.02;0;1;11;8287638
60.35;3;75.38;0;24;1953;2.99;0;0;27;8465108
71.68;3;73.94;0;10;1981;9.09;0;0;17;9423960
57.48;4;37.84;0;22;1981;2.15;1;1;27;9713949
57.16;2;33.06;0;24;2000;6.42;0;0;21;8273241
58.82;4;64.62;0;26;1975;9.1;1;0;5;8598506
97.79;3;58.94;1;16;2008;11.7;0;0;14;12716974
49.77;5;79.95;1;3;1986;17.82;0;1;5;9527862
55.3;3;38.89;0;1;2002;8.65;0;0;19;8216154
67.82;5;71.12;0;27;2006;10.94;0;0;4;10607278
38.97;3;61.9;0;8;1983;4.74;1;0;9;8611435
33.14;2;50.58;0;19;1987;2.97;0;1;26;8207089
109.16;4;37.14;0;15;1984;14.46;1;1;1;13698668
57.54;5;70.82;0;26;1997;7.08;1;0;13;10467622
78.67;2;39.17;1;25;2004;8.87;1;0;3;10449845
54.88;1;86.66;0;18;1999;15.25;0;1;3;7532068
56.93;4;76.66;1;9;2002;13.43;0;0;27;9083555
79.73;4;68.15;0;25;1981;13.12;1;1;7;11311930
57.96;2;46.36;1;8;1982;0.18;1;1;3;10805088
88.45;2;61.44;1;28;1997;2.54;1;1;13;12613871
51.3;2;24.08;0;4;1971;5.92;0;0;10;8329452
70.5;5;56.84;0;4;1953;9.45;1;1;15;11433142
49.46;5;29.87;1;21;2024;12.78;1;0;8;9388341
61.12;3;77.46;0;7;2009;2.04;0;1;27;11448382
77.63;2;52.5;0;22;2010;2.44;0;0;3;10988523
122.99;1;59.16;1;25;2017;10.36;1;1;10;14536361
59.02;2;78.35;1;4;1970;6.58;1;0;11;8450460
70.41;4;39.55;0;25;1990;4.35;1;1;14;11841970
84.54;1;85.6;0;22;2003;13.75;0;1;26;9959410
57.01;4;53.93;0;12;1963;15.48;1;0;21;8077158
57.8;2;47.59;1;1;1962;16.32;0;0;16;6403978
50.46;5;31.57;1;9;1966;7.24;1;1;16;10496048
55.57;5;73.14;0;2;1979;11.53;1;0;17;9128355
39.44;2;32.85;1;17;1997;7.96;0;0;10;7030507
75.18;1;53.87;1;19;1964;7.11;0;1;2;9217140
37.17;4;92.09;1;16;1999;9.32;1;0;15;7879639
61.15;3;68.42;0;28;2004;6.82;1;0;18;9592736
62.26;3;38.14;0;9;1956;1.92;1;0;2;9626704
35.89;3;36.69;0;18;1963;10.73;1;0;3;6018456
66.03;5;80.25;1;7;1991;12.28;1;0;9;10660817
37.29;4;85.47;0;1;1965;15.54;1;0;1;6233725
31.58;5;58.2;1;29;1969;16.13;1;0;30;7291435
57.6;5;47.07;0;18;1981;0.84;0;0;8;11061521
77.42;1;47.25;0;1;1987;15.28;0;1;4;9148514
74.34;4;82.05;1;29;1954;6.87;0;0;30;10818084
40.01;5;59.85;0;24;2001;3.37;1;0;4;9088223
28.14;2;80.5;0;23;1985;9.48;0;1;24;6018065
67.23;1;61.01;1;3;1977;4.42;0;1;5;9588308
51.42;2;57.11;1;24;2024;16.23;0;1;16;6692401
44.19;3;72.32;0;22;2011;0.52;0;0;8;8857372
75.33;4;64.62;0;27;2019;10.04;1;0;14;11029205
103.29;4;53.62;0;12;1982;14.61;1;0;4;12924299
75.34;1;26.73;1;28;1990;1.98;1;0;18;9746310
57.71;5;76.23;1;28;1977;8.67;0;1;14;10844323
87.16;3;67.49;0;30;2017;9.4;0;0;1;12232297
62.57;4;70.32;1;26;1950;11.03;0;0;10;8301093
79.23;2;41.45;1;25;1966;21.12;1;1;5;9577888
54.07;3;50.5;0;6;1986;8.81;1;1;8;9285590
69.74;2;34.59;0;11;1961;8.41;1;1;28;9703535
49.07;1;36.25;0;26;2004;3.11;0;0;29;7887262
16.14;5;57.1;0;28;1961;8.52;1;1;19;6575268
15.0;4;79.52;0;1;1961;18.86;1;1;6;5589879
48.77;5;46.36;0;15;2002;14.3;1;0;18;9065565
50.06;1;85.4;1;12;2023;7.8;1;0;15;8104196
32.9;5;64.32;1;4;1973;13.3;0;1;6;8091802
39.14;1;40.14;0;21;2023;3.04;0;1;5;7795473
62.31;4;75.47;1;4;1953;5.09;1;0;15;9809317
36.92;4;56.45;0;30;1977;2.32;1;1;20;8665064
70.57;5;35.65;0;8;1952;10.59;0;0;4;10711042
37.15;1;85.18;0;24;1953;8.46;1;0;15;4658618
30.45;5;94.49;1;15;1958;12.81;0;0;1;6289530
56.71;3;82.9;1;29;1988;8.53;0;1;23;9525099
79.08;2;69.25;0;24;1981;11.72;0;0;27;9340595
41.44;4;85.42;0;21;2009;1.74;1;0;19;9496491
99.04;4;57.87;0;4;1962;10.21;1;0;23;13121545
96.53;4;70.47;1;28;1987;2.77;1;1;25;14389433
67.04;2;41.54;1;18;1966;12.67;1;0;23;8179115
84.28;5;22.4;1;23;1956;3.7;0;1;10;12984309
54.18;4;84.2;0;3;2019;12.97;1;0;7;9774928
26.0;4;98.82;0;12;1960;7.58;0;1;11;6422517
60.01;3;62.17;1;27;1979;4.43;1;0;10;9436459
85.53;4;62.32;0;7;1970;2.03;1;1;30;14085685
68.36;5;64.03;0;7;1987;10.9;0;0;19;11342630
71.57;1;67.43;0;8;1952;4.5;0;0;13;8974229
48.94;5;51.5;0;13;2022;2.5;1;0;6;10810019
89.2;3;17.9;0;21;1972;13.85;1;0;9;10709506
51.5;3;40.83;1;4;1960;18.05;1;0;4;6810419
78.3;5;66.95;1;7;1963;3.72;0;1;7;13796566
69.89;5;61.53;0;11;2005;11.99;1;1;8;12590165
20.42;3;53.25;0;30;2012;9.98;0;0;19;5612630
78.61;2;25.67;1;4;1995;14.07;1;1;16;10780817
65.2;3;33.69;1;16;2017;10.46;0;1;3;10162983
58.03;1;49.82;1;12;1950;5.1;0;1;6;8015438
66.04;5;61.76;1;12;1988;20.32;1;1;29;10313021
67.93;3;66.85;1;22;1964;5.89;1;0;27;9182175
77.24;4;85.2;1;26;1982;9.66;1;0;15;10826007
71.94;2;65.66;0;5;2016;8.66;1;0;28;10652594
49.96;1;92.58;1;6;2023;14.71;1;1;20;7750674
24.8;4;67.71;0;18;1981;5.92;0;0;17;6513587
62.85;1;67.52;0;22;1981;18.98;1;0;5;6511982
59.81;1;56.61;0;6;1979;6.94;0;1;2;9029780
38.68;2;67.13;1;19;1967;7.75;0;0;30;6155241
64.15;1;81.9;0;1;1966;11.74;1;0;6;7372320
60.41;5;93.17;1;10;1964;12.99;1;1;8;11080029
59.18;4;56.02;0;3;1986;0.05;1;1;15;11085107
39.01;3;59.63;1;25;2011;4.9;1;0;8;7411437
73.71;3;84.16;0;2;2008;8.67;0;1;27;11665141
26.4;2;80.54;0;12;1979;3.21;0;1;30;6214452
76.26;4;68.67;0;24;1960;1.44;1;0;26;11680356
67.28;1;33.65;1;18;1981;8.23;1;0;7;8972759
72.9;4;47.77;1;19;2005;5.68;0;0;23;11437960
52.08;2;71.59;0;4;1992;21.39;1;1;12;7618841
55.36;1;50.88;0;26;1957;16.63;1;1;12;6979652
70.92;5;69.12;0;28;1969;1.82;1;0;1;11407674
55.22;2;35.81;1;2;2009;6.31;0;0;29;8814032
58.91;1;56.36;0;15;2010;6.34;0;0;25;8112940
77.98;1;90.35;1;14;1984;11.5;0;0;9;9547819
65.85;1;57.67;0;11;1984;9.6;1;1;15;10108731
67.49;1;69.24;0;3;1978;5.18;0;0;11;8863090
50.34;1;44.57;1;2;1974;2.23;0;1;1;8280269
74.72;3;92.82;0;26;1984;6.75;0;1;18;11417606
60.39;4;104.8;0;15;1952;1.07;0;1;15;11132916
70.56;4;71.28;1;24;2010;1.83;0;0;5;11002322
58.79;5;23.0;0;10;1961;8.67;1;1;12;11260088
57.74;2;68.27;1;18;1976;2.93;1;1;27;9501621
64.37;4;70.53;1;18;1966;14.81;0;1;27;10117168
15.0;2;66.65;1;25;1982;3.84;1;0;22;4812340
59.77;4;48.11;1;2;2009;11.24;0;0;16;9631680
74.01;4;91.71;0;23;1953;2.4;0;1;6;11838227
15.0;1;78.33;1;19;2003;6.45;1;0;16;5202271
78.44;3;69.26;0;19;1965;8.13;1;1;14;11870434
57.46;1;52.87;1;5;2002;9.23;0;1;17;7992971
41.67;3;55.67;1;17;1970;7.13;1;0;2;6951816
93.69;5;95.43;0;23;1974;0.42;1;1;22;15007509
55.36;1;38.76;1;23;2009;6.34;0;0;9;7922098
74.79;5;58.43;1;7;1985;14.87;0;1;26;11584234
75.39;1;53.06;1;24;2013;10.37;0;0;16;9290739
64.06;1;50.52;0;16;1983;2.85;0;1;12;9954808
70.49;1;43.06;1;30;1957;1.45;1;0;4;9538369
17.55;3;41.15;1;19;1992;12.84;0;1;28;5404618
66.71;5;96.81;0;19;1953;7.39;1;0;14;10727871
73.34;4;40.71;0;22;2014;7.65;1;1;18;12313418
47.19;2;72.01;0;1;2012;6.37;0;1;23;9020252
44.98;2;58.86;0;18;1971;13.81;1;0;3;6074394
38.15;1;82.23;1;27;1956;6.35;0;1;4;6006810
56.93;4;59.51;0;17;1964;4.03;0;1;20;9901584
50.6;5;63.78;1;17;1977;12.55;0;1;27;9380670
76.34;4;97.04;1;27;1981;11.9;1;0;1;10229110
52.98;4;71.86;1;23;2011;5.29;0;0;6;9450539
23.91;3;81.85;1;3;1969;0.19;0;1;29;7542043
59.93;3;41.59;0;9;1950;0.16;1;0;11;9471595
36.26;5;64.43;0;24;1965;14.4;1;0;14;7785074
36.47;2;42.08;0;17;2012;8.66;0;1;22;7886497
85.86;3;40.78;1;26;2002;12.85;1;1;28;12092460
40.93;4;107.77;1;10;1983;14.71;0;1;24;7883098
72.75;4;25.68;1;2;2021;3.43;1;0;10;12034656
105.93;3;68.85;1;25;1987;11.04;0;0;17;13049495
96.29;3;79.36;0;16;1994;5.42;0;1;18;13584287
60.18;5;43.12;1;26;1966;3.66;1;1;18;11201246
29.19;5;12.19;0;13;1976;11.92;0;0;25;7056850
63.32;1;74.42;0;8;1977;11.78;0;1;5;8147306
45.6;3;69.78;1;1;1952;2.86;1;1;30;8793810
57.44;5;69.32;1;9;2017;5.21;1;1;25;11328322
79.56;5;41.45;1;10;1959;8.8;0;1;12;12079159
49.54;4;68.66;0;15;2007;17.89;0;1;13;8301195
35.21;4;62.5;0;26;1999;1.8;1;0;22;8525299
90.49;3;34.23;1;24;2007;15.9;0;0;21;11067399
80.72;1;70.69;1;7;1968;2.92;0;0;7;10241343
52.98;4;65.83;1;19;1983;9.35;1;1;6;9981780
59.2;5;68.06;1;9;2024;0.73;1;0;6;12017195
33.59;3;60.94;1;30;2022;4.27;0;1;30;7884090
26.29;4;90.2;1;30;1980;10.91;0;1;3;5972069
59.89;5;46.64;0;17;1987;10.36;0;0;16;9691063
101.21;5;51.94;1;18;1973;16.86;0;0;25;13134978
77.17;4;40.08;0;24;1975;9.31;0;0;20;10023545
61.64;4;35.98;1;10;2020;4.44;0;0;28;9963493
66.02;3;36.99;0;25;1966;21.01;0;0;29;7905873
35.52;2;71.77;1;23;2009;2.03;1;0;29;7743425
61.21;2;65.7;1;6;1971;6.16;1;1;19;9328010
68.0;3;88.69;1;8;1986;1.38;1;0;22;10651968
46.91;5;34.64;0;17;1986;8.37;0;0;27;9066123
81.4;1;35.93;1;2;1980;14.01;1;0;5;8525158
51.13;1;65.01;1;16;2017;2.79;1;0;9;8543818
40.84;5;57.4;0;11;1980;9.56;1;0;21;8385182
57.24;3;33.32;0;16;1993;11.63;0;1;4;9485775
70.14;2;33.39;0;19;2015;9.62;0;1;2;10213029
31.61;5;89.42;1;8;1976;2.94;1;0;3;7555091
56.64;1;78.36;1;24;1957;12.58;0;0;30;6779337
81.76;2;52.54;1;7;2008;0.98;0;0;26;11484727
71.17;2;48.24;1;19;1962;14.63;0;0;8;7308315
109.1;3;62.2;0;11;1958;15.29;0;0;12;12377514
53.09;4;64.21;0;8;1997;6.52;1;1;15;10064445
85.8;2;35.1;0;10;1983;7.76;0;0;1;10306407
63.3;3;92.33;0;22;2022;9.7;1;1;27;10142348
65.61;1;57.16;1;13;2010;13.68;0;1;21;8498224
45.61;4;58.85;0;1;2024;9.09;0;0;28;9093856
49.2;2;99.95;0;19;2014;14.25;1;1;22;8295554
47.72;1;53.13;1;15;1959;2.22;1;1;18;7733629
97.58;1;70.68;0;3;1963;15.8;0;1;14;11342697
31.88;5;95.14;0;10;1983;7.07;0;0;21;8303272
89.41;2;46.85;0;23;2023;8.51;1;1;10;12511373
58.7;3;111.4;1;16;1953;14.61;0;1;8;7995590
63.45;1;67.57;1;12;2001;6.2;0;0;23;8510268
78.3;3;57.2;1;11;2012;6.72;1;0;25;11093047
84.37;5;35.51;1;25;1987;1.44;1;0;5;13929511
63.19;2;63.62;0;25;1966;23.57;1;0;3;6409667
70.93;1;84.24;1;30;2001;6.13;1;1;22;10486022
36.83;1;57.39;1;21;1971;14.15;1;1;21;5906602
64.65;1;58.12;0;22;1997;8.47;0;1;22;9386790
85.75;1;65.91;0;11;2016;6.05;1;1;9;11567523
43.31;3;63.22;0;30;1986;1.63;0;1;10;9098384
69.45;5;10.24;1;19;1973;5.21;1;0;15;11230203
62.66;4;71.69;1;30;2019;5.39;1;0;27;11383444
54.34;4;24.7;1;24;2020;7.75;1;1;13;10313912
74.08;2;54.91;1;12;1981;2.43;1;0;14;10232116
76.0;1;39.93;0;19;1974;7.66;1;0;19;8649342
66.58;5;63.92;1;25;1964;9.3;0;1;22;11233365
70.82;1;63.24;0;18;2023;4.38;1;1;25;10875888
59.44;2;58.8;1;14;1986;3.56;0;0;27;8703085
34.29;5;75.58;0;6;1977;14.33;1;1;11;7692413
89.49;4;95.56;0;13;2011;10.06;1;1;8;13778653
93.08;5;79.71;1;20;2014;5.89;1;1;20;15416980
55.38;1;85.21;1;20;2018;0.85;1;1;17;9494198
15.0;1;55.11;1;22;1991;1.84;0;0;17;4447412
59.74;1;66.25;1;28;1962;12.42;0;0;9;6735802
91.54;3;53.95;0;4;1987;10.57;1;0;12;11989933
34.45;3;63.43;0;27;1960;9.97;1;0;14;5540865
78.88;2;64.7;1;10;1973;9.22;1;0;23;10291331
71.08;5;110.8;0;19;1981;8.98;1;1;17;12194928
81.67;1;67.02;0;17;1957;9.33;1;0;19;9287826
65.92;1;53.08;0;11;2012;9.16;0;1;24;9145724
54.1;3;100.05;1;10;2011;2.81;0;1;3;10453965
54.47;2;62.15;0;24;2016;13.67;1;0;23;8029813
53.14;5;69.24;1;5;1989;6.36;0;0;28;9642378
24.49;3;85.84;0;30;1982;14.11;1;1;14;5748173
27.7;2;76.82;1;25;2022;11.36;1;1;7;5990899
77.79;5;80.41;1;8;1962;7.29;0;1;12;11658325
44.76;3;46.12;0;19;2011;3.69;1;1;28;9053662
46.01;4;86.24;1;19;2006;19.33;0;0;13;6752524
56.54;5;56.07;0;29;1975;5.58;0;1;10;10260649
36.16;2;41.93;1;11;1953;7.42;1;0;5;6485493
73.31;5;79.68;0;29;2002;10.56;0;0;29;10571294
57.19;2;54.26;1;16;1982;2.45;1;0;28;8630905
34.26;1;41.59;1;7;1957;4.85;0;0;23;5062147
51.93;2;70.22;1;7;2022;8.51;1;0;3;7605124
69.13;2;72.8;1;13;2004;0.98;0;0;29;10635241
68.05;2;63.64;1;13;1995;8.4;1;0;30;9734196
36.38;2;53.44;0;30;1979;1.95;0;1;1;6728023
51.92;5;27.26;0;4;1963;15.06;0;1;5;8161765
58.65;1;96.87;0;19;2010;5.84;0;1;13;8974905
70.56;1;69.92;1;15;2012;4.75;0;1;16;10058497
65.5;4;68.29;1;16;2003;4.67;1;0;3;10816911
24.89;4;66.61;0;12;1975;10.41;0;0;14;5895237
82.72;3;72.94;1;17;1953;11.29;0;1;29;10741727
28.07;2;94.3;0;27;2016;7.76;0;0;28;6348986
65.77;3;86.86;1;25;1970;13.41;1;1;20;9040700
73.7;5;63.38;0;5;1954;2.49;1;1;30;13117186
72.28;5;49.89;0;26;1981;15.6;1;1;24;11638029
53.05;4;69.48;0;22;1969;1.74;0;1;10;9759025
70.39;1;60.48;0;22;2004;3.65;1;0;23;9317465
86.54;4;17.76;0;25;2003;0.57;1;0;10;13400811
45.43;1;63.25;0;5;1963;18.97;1;1;21;5875795
49.23;2;60.43;1;30;1965;8.18;1;1;14;7306181
48.57;2;12.08;1;2;1976;10.7;1;0;7;7421885
65.4;1;70.86;0;14;1998;10.04;0;0;9;8173584
59.0;2;128.98;0;12;2009;11.47;1;0;26;8591674
73.75;5;62.53;0;15;1968;0.17;1;1;7;12992420
50.21;3;62.84;0;29;2007;5.93;1;0;3;8011633
84.84;1;85.04;0;5;2007;6.3;0;0;16;10848344
63.28;4;100.5;0;8;1993;11.78;0;0;19;9942909
49.77;4;72.46;1;27;2005;10.34;0;1;30;8434205
66.12;5;77.64;1;28;1958;8.86;1;0;29;10759505
45.13;3;66.13;1;13;1954;8.43;0;1;7;7691939
67.13;4;63.36;0;22;1960;1.82;0;0;27;10086536
58.21;5;45.19;0;7;2005;10.06;0;1;13;10676691
63.53;1;100.87;1;24;1952;6.63;1;1;25;8708892
76.44;2;34.44;0;8;2003;7.24;0;1;6;11319743
40.79;3;45.64;1;6;1987;12.0;1;0;1;6889551
96.03;4;63.13;0;21;1992;6.37;1;0;12;13140870
87.04;3;24.42;1;12;2013;3.56;1;1;27;13603769
66.09;1;53.4;0;15;1978;9.9;1;1;10;8832681
56.25;4;31.04;1;13;1989;5.26;0;0;25;9809341
56.15;3;63.63;0;10;1953;7.79;0;0;25;8480625
28.53;5;80.69;1;14;1952;9.77;1;1;14;7646293
62.08;4;61.94;1;11;2017;7.87;1;1;23;11103538
60.81;2;55.45;0;13;1958;10.38;1;0;18;8486973
33.15;4;52.22;1;12;2007;13.01;0;1;19;7568487
73.73;1;77.88;0;13;1976;4.86;0;0;8;8440826
42.69;1;63.2;1;20;1952;5.6;0;1;23;6632329
52.88;5;50.45;0;28;1978;0.62;1;1;1;11419059
33.48;2;63.15;1;22;1969;0.37;0;0;30;5531956
57.19;2;76.76;1;16;1986;6.24;1;0;28;8444472
102.67;3;33.43;0;16;2018;20.57;1;0;23;11992243
87.79;3;47.82;0;8;1963;11.41;1;0;24;10681837
87.08;5;79.38;1;6;1954;7.52;0;1;14;12847892
55.01;4;68.82;0;7;1957;13.54;1;0;28;9013071
54.61;2;94.57;0;19;1965;12.86;1;0;30;7370390
43.81;2;68.31;0;27;1996;13.19;1;0;10;6541368
64.64;5;71.73;0;18;1955;3.62;1;0;20;10830889
76.1;5;44.39;0;8;1988;12.27;1;0;5;11736749
46.41;5;88.87;1;14;2005;14.56;1;1;13;9953880
42.03;3;94.28;1;8;2005;3.65;1;1;1;9315133
63.27;5;52.41;1;4;1962;15.27;0;1;1;10074035
63.55;1;66.57;0;26;2006;0.67;0;0;24;9313779
66.81;4;50.74;0;16;1970;6.57;1;1;18;10993585
15.0;1;37.13;1;20;1955;11.44;1;1;11;4121633
44.2;3;56.76;1;22;2017;9.4;0;0;6;8116777
50.8;5;42.99;1;29;1984;10.1;0;1;16;10039677
56.11;3;63.22;0;18;1969;2.22;0;1;17;9790530
52.92;5;82.12;0;25;2011;0.53;1;0;3;10223736
44.31;4;60.11;0;20;1983;8.23;0;0;2;8744316
20.13;1;88.82;0;8;2009;8.73;1;1;6;5325497
88.03;2;56.44;0;21;1961;7.67;1;1;16;11079412
76.05;1;70.87;1;1;1975;3.92;1;1;23;9724293
47.37;3;68.37;0;5;2017;3.72;0;0;23;8716191
33.88;3;35.46;0;14;2011;0.12;1;0;12;8357346
70.19;1;59.27;0;26;1997;8.21;0;0;18;8029154
29.8;3;68.12;0;3;2005;8.61;1;0;10;6366785
65.91;4;50.86;1;3;2001;15.09;1;1;23;10818027
80.1;2;45.48;1;6;2020;11.83;0;1;29;11023324
84.29;1;82.1;0;11;1981;8.71;0;1;16;10586729
55.18;5;67.41;0;22;1964;13.05;0;0;21;8829444
55.7;1;51.23;0;15;2000;11.62;0;0;25;7148177
46.14;2;94.38;1;6;1993;0.73;0;0;7;8091661
90.5;2;70.83;0;26;2009;0.8;1;0;15;11850725
39.0;4;73.67;1;13;2001;4.36;0;0;25;8331941
52.52;2;110.98;1;15;1989;15.97;0;1;15;8191287
45.06;5;31.27;1;10;1987;15.04;1;1;24;8516266
77.53;3;62.28;1;27;2014;5.99;0;0;27;11142305
50.83;2;61.63;1;22;2008;9.67;1;1;21;9051198
54.54;2;46.49;1;19;1991;8.41;0;1;22;8976662
100.89;4;74.83;1;23;1964;5.32;1;1;2;14018309
52.7;2;63.34;0;23;1961;11.3;0;1;16;7919422
86.16;2;29.49;1;13;1969;3.54;0;1;6;12102912
57.5;1;27.83;1;28;1979;15.29;0;0;22;6162336
98.37;4;49.82;0;8;2007;5.1;0;0;10;13271878
81.67;2;59.84;0;4;1973;3.72;1;1;24;11227656
96.58;2;79.9;1;3;1953;15.16;1;0;7;10843196
45.88;1;80.88;0;29;1986;10.42;0;0;4;6391901
64.15;1;69.1;1;5;1994;5.49;1;0;24;9537685
80.76;4;95.63;1;6;1974;5.0;1;0;18;12064450
64.76;1;73.28;0;4;1974;8.75;1;0;27;8389807
88.99;1;43.85;0;12;2013;10.24;0;0;27;10768905
40.1;4;91.86;1;7;1964;9.24;0;0;29;7828604
62.3;2;74.36;1;8;1956;13.65;1;0;25;7316829
